prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,000000100,000001000,000010000,000100000,001000000,010000000,100000000,000000001,000000010
0.36710278086856163,0.7179800368553432,0.744644138083187,0.8049213347106888,0.9031104083075374,0.7578409550110953,0.6985604754284682,0.5284996945371031,0.8261980483284441,0.963865357428745,0.9740421993635778,0.9374580662516189,0.03722252573483842,0.27943731768607594,0.6243751850269038,0.3304911039873347,0.22339834980701678,0.7641969844296164,0.8950954294427751,0.7370872585757339,0.9785404228903578,0.9431993414128585,0.9168288730142415,0.1259050776068582,0.8254822993795428,0.9161371709050635,0.9346295101336818,0.7230918489466864,0.08668680791048167,0.5234007727738381,0.6495512778474487,0.7754682939948656,0.3634357729703923,0.8834602040469426,0.9161558718194783,0.6904955536510723,29,1077,1756,4637,1181,1276.0,44.0,0.0,0.0
0.6270165552327703,0.08268571386744805,0.7945157275265812,0.7998500477888898,0.8443049144349051,0.1092293404029081,0.9256676531127509,0.3279534017784812,0.6232916231065062,0.3946762823791369,0.9389560206665414,0.10949830811865102,0.5120256878302993,0.24431953104133886,0.7244278905070143,0.2145594215847597,0.1499092111227207,0.870652514307268,0.80657742398158,0.5097817734751331,0.49803432639390255,0.08664269002811809,0.7279664919779018,0.5160995202400515,0.9923461613673683,0.6994407301286458,0.5831637116532132,0.08059750536300547,0.057474455764537136,0.2717310104977363,0.6822812620690074,0.5227256089980106,0.463052185322394,0.7905784219012335,0.6174621643865199,0.9024761478549596,279,840,2908,3746,1983,101.0,0.0,8.0,135.0
0.03266895185012697,0.7114625521207302,0.5778516492288405,0.279925395180769,0.6827923660588635,0.5140083109539906,0.2108874273160829,0.6081272628423224,0.6897852405541911,0.42295513493242654,0.8809054620479192,0.6805712739082841,0.5154368697380785,0.20695225103035342,0.9697081243846605,0.6686865132961365,0.8488904133955952,0.6844345648201383,0.46993556296669436,0.3305420557610068,0.23825277459615157,0.9820940363626438,0.36180064295571646,0.4741607460341911,0.9067899725864123,0.5336912930516078,0.8035608013416704,0.13660705938843254,0.4294473311992437,0.08531155634694054,0.77145115644201,0.2899736032801047,0.2205519412168485,0.8108916299340654,0.3336318428041155,0.22366879772147485,598,3064,2485,1392,2138,48.0,4.0,26.0,245.0
0.06786791452167862,0.5464488532145979,0.47791345898870985,0.4963538694991082,0.5467758253825445,0.7991370010923082,0.15928054638774336,0.31386442716845564,0.8186860161520937,0.24951176908532435,0.7632745114379065,0.5819032941863749,0.2803010131950888,0.13521957366861403,0.18724746372839896,0.14939978620368466,0.5465406314655196,0.6315964587552045,0.7468223121321244,0.2844873268523994,0.7808200472184492,0.7269229735937154,0.12592597477836476,0.5564614873584247,0.9360881678211996,0.9764496533688904,0.15336097903477208,0.48207974543377574,0.03609433516356464,0.25881146703454316,0.6522963598064072,0.43463191593241335,0.17609670674672306,0.7237620298491239,0.693663444203997,0.9118779975751321,917,1806,3245,2695,858,13.0,0.0,8.0,458.0
0.7750242918169082,0.1884945735722916,0.3089578320024682,0.23384178276057677,0.567672463425731,0.4707032989027363,0.803212011549887,0.45913706094385387,0.1667273979007623,0.5093050147310985,0.11810614198035696,0.8057746292250713,0.5868382966258948,0.15812119134714397,0.4855030048229093,0.6894359762512295,0.05999568756839546,0.12388385251236622,0.9657450164888517,0.2483109668904495,0.7901580074934869,0.7349764305566907,0.27761168540905634,0.8357718088047345,0.2874477043135445,0.5887215690843088,0.3087714328883763,0.2011730835109683,0.6482436383105404,0.3057773739128833,0.8138508798829468,0.4291334423049944,0.06961986042283641,0.47402418110008593,0.9279082945535969,0.6319238377543889,2273,3575,1185,1054,1717,17.0,7.0,12.0,160.0
0.12463148070180152,0.93979071407915,0.494902362024623,0.5562571148431247,0.13709284402100208,0.5983012534786925,0.5018437226261445,0.36825928950397835,0.5195019639479028,0.0860179591635587,0.5308646685829855,0.5877553459276433,0.453745235661674,0.0978005846074329,0.2530492931244559,0.4599438374067555,0.250543955368948,0.9214146503582297,0.8396003708537986,0.4212527463334206,0.6152825995650419,0.6218901716093014,0.33093452656517974,0.8982476726653051,0.7438814598979576,0.6764945871485768,0.9514185831367766,0.3764739301334644,0.3312064605861933,0.256621022472576,0.6208116605367038,0.8244237929809138,0.46553633703605013,0.1684113942849309,0.42971632749300337,0.2577345618999034,2774,1489,1124,2479,1590,70.0,10.0,225.0,239.0
0.47335354345745684,0.8259708508867672,0.38218060372674345,0.5014558959802905,0.022138904473093635,0.024056652487890906,0.654845134678502,0.9438272103416199,0.21355418239900248,0.589190040630295,0.8935956320292222,0.07298751402839831,0.8042400618261967,0.5135253434229434,0.4627916295815503,0.7699834233221808,0.6868306401904071,0.9581973667607158,0.6561006391810156,0.001023354341834648,0.2408341419559168,0.8811425705506257,0.4986682722590241,0.7767956003127785,0.009798979549968778,0.03568256557751637,0.5158283884533462,0.9675417133413311,0.7418661003022959,0.20541744852245503,0.611834655189075,0.49446647584388825,0.18464645918894718,0.30861319515290764,0.13801150975764287,0.22499582134014096,1720,1950,635,1348,1868,283.0,566.0,21.0,1609.0
0.5419200205212438,0.4943242639188662,0.9937041799560637,0.8443827350652817,0.519320104583342,0.04808213202303491,0.25345204514827524,0.508746086692588,0.18809997758269892,0.5010932937409154,0.9366603038451924,0.7082956679230216,0.8305554639049884,0.3310249818426959,0.9532490969586008,0.3798985432974177,0.131362806228408,0.13279775748885014,0.7015090174306692,0.9822560761011598,0.1953512738323936,0.048837575224006335,0.3060917674926019,0.5084260666629339,0.47237740963197383,0.728767118404236,0.6821518469579347,0.9825891958364954,0.02060892288213101,0.3352068482310028,0.5707346893024781,0.7145844014376914,0.4962678091994862,0.32162650631840317,0.6046241121636031,0.5639992378315118,443,2243,2739,3030,1393,148.0,0.0,0.0,4.0
0.8613399331264929,0.3822776756247437,0.08782784892251005,0.4645443392317776,0.7116977562308665,0.6145107689092154,0.9665295527822806,0.5475563937946376,0.8395008202002191,0.4445468581499141,0.005394213675997572,0.28013586145778235,0.9838555070161688,0.31456850462157926,0.334853217061432,0.6137472640313673,0.5741306395537363,0.33755755549522415,0.07758545262179739,0.7554228507228204,0.13155948737779632,0.4813054506744162,0.8824653325105152,0.44252280387113885,0.47720717097279686,0.6154837121738258,0.20518708517329354,0.9879181352631713,0.7339278149570647,0.03078862929988535,0.2868244725064504,0.19651440689326727,0.36162453159065755,0.6087597933769107,0.42643834975954376,0.9199793246428875,205,1868,4246,1952,1538,35.0,0.0,0.0,156.0
0.8533473844251726,0.5302262403559846,0.8104115550599843,0.9741906476242204,0.4621794623375085,0.9032137072057362,0.4468404484743733,0.40249975514382264,0.8736213138814133,0.9172975499264201,0.772110585326663,0.940993438723974,0.945820856379903,0.5420045484572473,0.8096178452058553,0.06880734632312213,0.9676508103662169,0.9866565193435289,0.9485274832603188,0.3013243827381723,0.34041389641531183,0.6284952322559512,0.609508649343154,0.34033080609406097,0.4528337739068099,0.7224942812832393,0.5944109610893693,0.41758890748051625,0.18934179863183576,0.21301319734022184,0.8923003825690338,0.7450743890918718,0.5219741894927172,0.5504048589117533,0.8666239461160832,0.9856753356646208,88,207,933,2633,5413,711.0,8.0,0.0,7.0
